34.5,208,206
34.5,208,207
34.5,208,208
34.5,208,209
34.5,208,210
34.5,208,211
34.5,208,212
34.5,208,213
34.5,208,214
34.5,208,215
34.5,208,216
34.5,208,217
34.5,208,218
34.5,208,219
34.5,208,220
34.5,208,221
34.5,208,222
34.5,208,223
34.5,209,206
34.5,209,207
34.5,209,208
34.5,209,209
34.5,209,210
34.5,209,211
34.5,209,212
34.5,209,213
34.5,209,214
34.5,209,215
34.5,209,216
34.5,209,217
34.5,209,218
34.5,209,219
34.5,209,220
34.5,209,221
34.5,209,222
34.5,209,223
34.5,210,206
34.5,210,207
34.5,210,208
34.5,210,209
34.5,210,210
34.5,210,211
34.5,210,212
34.5,210,213
34.5,210,214
34.5,210,215
34.5,210,216
34.5,210,217
34.5,210,218
34.5,210,219
34.5,210,220
34.5,210,221
34.5,210,222
34.5,210,223
34.5,211,206
34.5,211,207
34.5,211,208
34.5,211,209
34.5,211,210
34.5,211,211
34.5,211,212
34.5,211,213
34.5,211,214
34.5,211,215
34.5,211,216
34.5,211,217
34.5,211,218
34.5,211,219
34.5,211,220
34.5,211,221
34.5,211,222
34.5,211,223
35,212,208
35,212,209
35,212,210
35,212,211
35,212,212
35,212,213
35,212,214
35,212,215
35,212,216
35,212,217
35,212,218
35,212,219
35,212,220
35,212,221
35,212,222
35,212,223
35,212,224
35,212,225
35,213,208
35,213,209
35,213,210
35,213,211
35,213,212
35,213,213
35,213,214
35,213,215
35,213,216
35,213,217
35,213,218
35,213,219
35,213,220
35,213,221
35,213,222
35,213,223
35,213,224
35,213,225
35,214,208
35,214,209
35,214,210
35,214,211
35,214,212
35,214,213
35,214,214
35,214,215
35,214,216
35,214,217
35,214,218
35,214,219
35,214,220
35,214,221
35,214,222
35,214,223
35,214,224
35,214,225
35,215,208
35,215,209
35,215,210
35,215,211
35,215,212
35,215,213
35,215,214
35,215,215
35,215,216
35,215,217
35,215,218
35,215,219
35,215,220
35,215,221
35,215,222
35,215,223
35,215,224
35,215,225
35.5,216,210
35.5,216,211
35.5,216,212
35.5,216,213
35.5,216,214
35.5,216,215
35.5,216,216
35.5,216,217
35.5,216,218
35.5,216,219
35.5,216,220
35.5,216,221
35.5,216,222
35.5,216,223
35.5,216,224
35.5,216,225
35.5,216,226
35.5,216,227
35.5,217,210
35.5,217,211
35.5,217,212
35.5,217,213
35.5,217,214
35.5,217,215
35.5,217,216
35.5,217,217
35.5,217,218
35.5,217,219
35.5,217,220
35.5,217,221
35.5,217,222
35.5,217,223
35.5,217,224
35.5,217,225
35.5,217,226
35.5,217,227
35.5,218,210
35.5,218,211
35.5,218,212
35.5,218,213
35.5,218,214
35.5,218,215
35.5,218,216
35.5,218,217
35.5,218,218
35.5,218,219
35.5,218,220
35.5,218,221
35.5,218,222
35.5,218,223
35.5,218,224
35.5,218,225
35.5,218,226
35.5,218,227
35.5,219,210
35.5,219,211
35.5,219,212
35.5,219,213
35.5,219,214
35.5,219,215
35.5,219,216
35.5,219,217
35.5,219,218
35.5,219,219
35.5,219,220
35.5,219,221
35.5,219,222
35.5,219,223
35.5,219,224
35.5,219,225
35.5,219,226
35.5,219,227
35.5,220,210
35.5,220,211
35.5,220,212
35.5,220,213
35.5,220,214
35.5,220,215
35.5,220,216
35.5,220,217
35.5,220,218
35.5,220,219
35.5,220,220
35.5,220,221
35.5,220,222
35.5,220,223
35.5,220,224
35.5,220,225
35.5,220,226
35.5,220,227
36,221,212
36,221,213
36,221,214
36,221,215
36,221,216
36,221,217
36,221,218
36,221,219
36,221,220
36,221,221
36,221,222
36,221,223
36,221,224
36,221,225
36,221,226
36,221,227
36,221,228
36,221,229
36,222,212
36,222,213
36,222,214
36,222,215
36,222,216
36,222,217
36,222,218
36,222,219
36,222,220
36,222,221
36,222,222
36,222,223
36,222,224
36,222,225
36,222,226
36,222,227
36,222,228
36,222,229
36,223,212
36,223,213
36,223,214
36,223,215
36,223,216
36,223,217
36,223,218
36,223,219
36,223,220
36,223,221
36,223,222
36,223,223
36,223,224
36,223,225
36,223,226
36,223,227
36,223,228
36,223,229
36,224,212
36,224,213
36,224,214
36,224,215
36,224,216
36,224,217
36,224,218
36,224,219
36,224,220
36,224,221
36,224,222
36,224,223
36,224,224
36,224,225
36,224,226
36,224,227
36,224,228
36,224,229
36,225,212
36,225,213
36,225,214
36,225,215
36,225,216
36,225,217
36,225,218
36,225,219
36,225,220
36,225,221
36,225,222
36,225,223
36,225,224
36,225,225
36,225,226
36,225,227
36,225,228
36,225,229
36.5,226,214
36.5,226,215
36.5,226,216
36.5,226,217
36.5,226,218
36.5,226,219
36.5,226,220
36.5,226,221
36.5,226,222
36.5,226,223
36.5,226,224
36.5,226,225
36.5,226,226
36.5,226,227
36.5,226,228
36.5,226,229
36.5,226,230
36.5,226,231
36.5,227,214
36.5,227,215
36.5,227,216
36.5,227,217
36.5,227,218
36.5,227,219
36.5,227,220
36.5,227,221
36.5,227,222
36.5,227,223
36.5,227,224
36.5,227,225
36.5,227,226
36.5,227,227
36.5,227,228
36.5,227,229
36.5,227,230
36.5,227,231
36.5,228,214
36.5,228,215
36.5,228,216
36.5,228,217
36.5,228,218
36.5,228,219
36.5,228,220
36.5,228,221
36.5,228,222
36.5,228,223
36.5,228,224
36.5,228,225
36.5,228,226
36.5,228,227
36.5,228,228
36.5,228,229
36.5,228,230
36.5,228,231
36.5,229,214
36.5,229,215
36.5,229,216
36.5,229,217
36.5,229,218
36.5,229,219
36.5,229,220
36.5,229,221
36.5,229,222
36.5,229,223
36.5,229,224
36.5,229,225
36.5,229,226
36.5,229,227
36.5,229,228
36.5,229,229
36.5,229,230
36.5,229,231
37,230,216
37,230,217
37,230,218
37,230,219
37,230,220
37,230,221
37,230,222
37,230,223
37,230,224
37,230,225
37,230,226
37,230,227
37,230,228
37,230,229
37,230,230
37,230,231
37,230,232
37,230,233
37,231,216
37,231,217
37,231,218
37,231,219
37,231,220
37,231,221
37,231,222
37,231,223
37,231,224
37,231,225
37,231,226
37,231,227
37,231,228
37,231,229
37,231,230
37,231,231
